tag,species,sex,group,breed,pedigree,born,weight_kg,issue
KZ-21-0183,КРС,M,бычки на откорме,помесь,товарное,2025-06,213,
KZ-21-0184,КРС,M,бычки на откорме,помесь,товарное,2025-11,265,
KZ-21-0185,КРС,M,бычки на откорме,помесь,товарное,2025-05,369,
KZ-21-0186,КРС,M,бычки на откорме,помесь,товарное,2025-09,290,
KZ-21-0187,КРС,M,бычки на откорме,помесь,товарное,2025-04,379,
KZ-21-0188,КРС,M,бычки на откорме,помесь,товарное,2025-05,258,
KZ-21-0189,КРС,M,бычки на откорме,помесь,товарное,2025-11,307,нет акта взвешивания
KZ-21-0190,КРС,M,бычки на откорме,помесь,товарное,2025-11,288,
KZ-21-0191,КРС,M,бычки на откорме,помесь,товарное,2025-11,353,
KZ-21-0192,КРС,M,бычки на откорме,помесь,товарное,2025-10,367,
KZ-21-0193,КРС,M,бычки на откорме,помесь,товарное,2025-10,319,
KZ-21-0194,КРС,M,бычки на откорме,помесь,товарное,2025-08,357,
KZ-21-0195,КРС,M,бычки на откорме,помесь,товарное,2025-07,331,
KZ-21-0196,КРС,M,бычки на откорме,помесь,товарное,2025-09,295,
KZ-21-0197,КРС,M,бычки на откорме,помесь,товарное,2025-06,396,
KZ-21-0198,КРС,M,бычки на откорме,помесь,товарное,2025-09,354,
KZ-21-0199,КРС,M,бычки на откорме,помесь,товарное,2025-11,288,
KZ-21-0200,КРС,M,бычки на откорме,помесь,товарное,2025-08,372,
KZ-21-0201,КРС,M,бычки на откорме,помесь,товарное,2025-04,337,
KZ-21-0202,КРС,M,бычки на откорме,помесь,товарное,2025-10,319,
KZ-21-0203,КРС,M,бычки на откорме,помесь,товарное,2025-04,259,
KZ-21-0204,КРС,M,бычки на откорме,помесь,товарное,2025-09,274,
KZ-21-0205,КРС,M,бычки на откорме,помесь,товарное,2025-10,289,
KZ-21-0206,КРС,M,бычки на откорме,помесь,товарное,2025-06,341,
KZ-21-0207,КРС,M,бычки на откорме,помесь,товарное,2025-10,255,
KZ-21-0208,КРС,M,бычки на откорме,помесь,товарное,2025-06,309,
KZ-21-0209,КРС,M,бычки на откорме,помесь,товарное,2025-04,335,
KZ-21-0210,КРС,M,бычки на откорме,помесь,товарное,2025-12,384,
KZ-21-0211,КРС,M,бычки на откорме,помесь,товарное,2025-12,276,
KZ-21-0212,КРС,M,бычки на откорме,помесь,товарное,2025-08,377,
KZ-21-0213,КРС,M,бычки на откорме,помесь,товарное,2025-05,302,
KZ-21-0214,КРС,M,бычки на откорме,помесь,товарное,2025-09,385,нет в ИСЖ
KZ-21-0215,КРС,M,бычки на откорме,помесь,товарное,2025-06,358,
KZ-21-0216,КРС,M,бычки на откорме,помесь,товарное,2025-06,424,
KZ-21-0217,КРС,M,бычки на откорме,помесь,товарное,2025-07,281,
KZ-21-0218,КРС,M,бычки на откорме,помесь,товарное,2025-06,399,
KZ-21-0219,КРС,M,бычки на откорме,помесь,товарное,2025-09,246,
KZ-21-0220,КРС,M,бычки на откорме,помесь,товарное,2025-06,240,
KZ-21-0221,КРС,M,бычки на откорме,помесь,товарное,2025-07,325,
KZ-21-0222,КРС,M,бычки на откорме,помесь,товарное,2025-12,343,
KZ-21-0223,КРС,M,бычки на откорме,помесь,товарное,2025-05,366,
KZ-21-0224,КРС,M,бычки на откорме,помесь,товарное,2025-12,386,
KZ-21-0225,КРС,M,бычки на откорме,помесь,товарное,2025-07,301,
KZ-21-0226,КРС,M,бычки на откорме,помесь,товарное,2025-08,378,
KZ-21-0227,КРС,M,бычки на откорме,помесь,товарное,2025-06,303,
KZ-21-0228,КРС,M,бычки на откорме,помесь,товарное,2025-08,402,
KZ-21-0229,КРС,M,бычки на откорме,помесь,товарное,2025-05,366,
KZ-21-0230,КРС,M,бычки на откорме,помесь,товарное,2025-12,396,
KZ-21-0231,КРС,M,бычки на откорме,помесь,товарное,2025-08,311,
KZ-21-0232,КРС,M,бычки на откорме,помесь,товарное,2025-05,386,
KZ-21-0233,КРС,M,бычки на откорме,помесь,товарное,2025-12,391,
KZ-21-0234,КРС,M,бычки на откорме,помесь,товарное,2025-05,290,
KZ-21-0235,КРС,M,бычки на откорме,помесь,товарное,2025-11,290,
KZ-21-0236,КРС,M,бычки на откорме,помесь,товарное,2025-07,322,
KZ-21-0237,КРС,M,бычки на откорме,помесь,товарное,2025-11,248,
KZ-21-0238,КРС,M,бычки на откорме,помесь,товарное,2025-05,344,
KZ-21-0239,КРС,M,бычки на откорме,помесь,товарное,2025-10,275,
KZ-21-0240,КРС,M,бычки на откорме,помесь,товарное,2025-11,356,
KZ-21-0241,КРС,M,бычки на откорме,помесь,товарное,2025-04,297,
KZ-21-0242,КРС,M,бычки на откорме,помесь,товарное,2025-12,372,
KZ-21-0243,КРС,M,бычки на откорме,помесь,товарное,2025-05,292,
KZ-21-0244,КРС,M,бычки на откорме,помесь,товарное,2025-07,324,
KZ-21-0245,КРС,M,бычки на откорме,помесь,товарное,2025-11,382,
KZ-21-0246,КРС,M,бычки на откорме,помесь,товарное,2025-09,362,
KZ-21-0247,КРС,M,бычки на откорме,помесь,товарное,2025-10,343,
KZ-21-0248,КРС,M,бычки на откорме,помесь,товарное,2025-08,323,
KZ-21-0249,КРС,M,бычки на откорме,помесь,товарное,2025-06,298,
KZ-21-0250,КРС,M,бычки на откорме,помесь,товарное,2025-11,295,
KZ-21-0251,КРС,M,бычки на откорме,помесь,товарное,2025-07,264,
KZ-21-0252,КРС,M,бычки на откорме,помесь,товарное,2025-10,303,
KZ-21-0253,КРС,M,бычки на откорме,помесь,товарное,2025-09,364,
KZ-21-0254,КРС,M,бычки на откорме,помесь,товарное,2025-09,408,
KZ-21-0255,КРС,M,бычки на откорме,помесь,товарное,2025-08,272,
KZ-21-0256,КРС,M,бычки на откорме,помесь,товарное,2025-12,382,
KZ-21-0257,КРС,M,бычки на откорме,помесь,товарное,2025-04,293,нет акта взвешивания
KZ-21-0258,КРС,M,бычки на откорме,помесь,товарное,2025-10,344,
KZ-21-0259,КРС,M,бычки на откорме,помесь,товарное,2025-09,344,
KZ-21-0260,КРС,M,бычки на откорме,помесь,товарное,2025-11,307,
KZ-21-0261,КРС,M,бычки на откорме,помесь,товарное,2025-07,298,
KZ-21-0262,КРС,M,бычки на откорме,помесь,товарное,2025-04,292,нет в ИСЖ
KZ-21-0263,КРС,M,бычки на откорме,помесь,товарное,2025-07,311,
KZ-21-0264,КРС,M,бычки на откорме,помесь,товарное,2025-10,318,нет акта взвешивания
KZ-21-0265,КРС,M,бычки на откорме,помесь,товарное,2025-08,394,
KZ-21-0266,КРС,M,бычки на откорме,помесь,товарное,2025-11,334,
KZ-21-0267,КРС,M,бычки на откорме,помесь,товарное,2025-07,315,
KZ-21-0268,КРС,M,бычки на откорме,помесь,товарное,2025-05,276,нет в ИСЖ
KZ-21-0269,КРС,M,бычки на откорме,помесь,товарное,2025-10,295,
KZ-21-0270,КРС,M,бычки на откорме,помесь,товарное,2025-09,401,
KZ-21-0271,КРС,M,бычки на откорме,помесь,товарное,2025-04,354,
KZ-21-0272,КРС,M,бычки на откорме,помесь,товарное,2025-08,306,
KZ-21-0273,КРС,M,бычки на откорме,помесь,товарное,2025-11,325,
KZ-21-0274,КРС,M,бычки на откорме,помесь,товарное,2025-07,326,
KZ-21-0275,КРС,M,бычки на откорме,помесь,товарное,2025-08,344,нет акта взвешивания
KZ-21-0276,КРС,M,бычки на откорме,помесь,товарное,2025-10,286,
KZ-21-0277,КРС,M,бычки на откорме,помесь,товарное,2025-07,424,
KZ-21-0278,КРС,M,бычки на откорме,помесь,товарное,2025-06,361,
KZ-21-0279,КРС,M,бычки на откорме,помесь,товарное,2025-05,367,
KZ-21-0280,КРС,M,бычки на откорме,помесь,товарное,2025-09,359,
KZ-21-0281,КРС,M,бычки на откорме,помесь,товарное,2025-12,321,
KZ-21-0282,КРС,M,бычки на откорме,помесь,товарное,2025-06,381,
KZ-21-0283,КРС,M,бычки на откорме,помесь,товарное,2025-05,368,
KZ-21-0284,КРС,M,бычки на откорме,помесь,товарное,2025-09,446,
KZ-21-0285,КРС,M,бычки на откорме,помесь,товарное,2025-08,325,
KZ-21-0286,КРС,M,бычки на откорме,помесь,товарное,2025-07,378,
KZ-21-0287,КРС,M,бычки на откорме,помесь,товарное,2025-06,326,
KZ-21-0288,КРС,M,бычки на откорме,помесь,товарное,2025-08,406,
KZ-21-0289,КРС,M,бычки на откорме,помесь,товарное,2025-04,357,
KZ-21-0290,КРС,M,бычки на откорме,помесь,товарное,2025-09,307,
KZ-21-0291,КРС,M,бычки на откорме,помесь,товарное,2025-07,417,
KZ-21-0292,КРС,M,бычки на откорме,помесь,товарное,2025-07,344,
KZ-21-0293,КРС,M,бычки на откорме,помесь,товарное,2025-04,359,
KZ-21-0294,КРС,M,бычки на откорме,помесь,товарное,2025-06,304,нет в ИСЖ
KZ-21-0295,КРС,M,бычки на откорме,помесь,товарное,2025-06,290,
KZ-21-0296,КРС,M,бычки на откорме,помесь,товарное,2025-11,287,
KZ-21-0297,КРС,M,бычки на откорме,помесь,товарное,2025-11,311,
KZ-21-0298,КРС,M,бычки на откорме,помесь,товарное,2025-09,310,
KZ-21-0299,КРС,M,бычки на откорме,помесь,товарное,2025-04,314,
KZ-21-0300,КРС,M,бычки на откорме,помесь,товарное,2025-06,347,
KZ-21-0301,КРС,M,бычки на откорме,помесь,товарное,2025-05,334,
KZ-21-0302,КРС,M,бычки на откорме,помесь,товарное,2025-07,280,
KZ-21-0303,КРС,M,бычки на откорме,помесь,товарное,2025-09,292,
KZ-21-0304,КРС,M,бычки на откорме,помесь,товарное,2025-05,311,
KZ-21-0305,КРС,M,бычки на откорме,помесь,товарное,2025-06,317,
KZ-21-0306,КРС,M,бычки на откорме,помесь,товарное,2025-08,366,
KZ-21-0307,КРС,M,бычки на откорме,помесь,товарное,2025-11,346,
KZ-21-0308,КРС,M,бычки на откорме,помесь,товарное,2025-08,385,
KZ-21-0309,КРС,M,бычки на откорме,помесь,товарное,2025-07,383,
KZ-21-0310,КРС,M,бычки на откорме,помесь,товарное,2025-04,328,
KZ-21-0311,КРС,M,бычки на откорме,помесь,товарное,2025-04,343,
KZ-21-0312,КРС,M,бычки на откорме,помесь,товарное,2025-05,340,
KZ-21-0313,КРС,M,бычки на откорме,помесь,товарное,2025-06,284,
KZ-21-0314,КРС,M,бычки на откорме,помесь,товарное,2025-09,301,
KZ-21-0315,КРС,M,бычки на откорме,помесь,товарное,2025-09,292,
KZ-21-0316,КРС,M,бычки на откорме,помесь,товарное,2025-10,275,
KZ-21-0317,КРС,M,бычки на откорме,помесь,товарное,2025-06,346,
KZ-21-0318,КРС,M,бычки на откорме,помесь,товарное,2025-08,285,
KZ-21-0319,КРС,M,бычки на откорме,помесь,товарное,2025-04,250,
KZ-21-0320,КРС,M,бычки на откорме,помесь,товарное,2025-04,283,
KZ-21-0321,КРС,M,бычки на откорме,помесь,товарное,2025-07,354,
KZ-21-0322,КРС,M,бычки на откорме,помесь,товарное,2025-08,313,
KZ-21-0323,КРС,M,бычки на откорме,помесь,товарное,2025-04,210,
KZ-21-0324,КРС,M,бычки на откорме,помесь,товарное,2025-04,318,
KZ-21-0325,КРС,M,бычки на откорме,помесь,товарное,2025-05,325,нет акта взвешивания
KZ-21-0326,КРС,M,бычки на откорме,помесь,товарное,2025-11,301,
KZ-21-0327,КРС,M,бычки на откорме,помесь,товарное,2025-09,367,
KZ-21-0328,КРС,M,бычки на откорме,помесь,товарное,2025-12,337,
KZ-21-0329,КРС,M,бычки на откорме,помесь,товарное,2025-05,336,
KZ-21-0330,КРС,M,бычки на откорме,помесь,товарное,2025-11,312,
KZ-21-0331,КРС,M,бычки на откорме,помесь,товарное,2025-08,283,
KZ-21-0332,КРС,M,бычки на откорме,помесь,товарное,2025-06,353,
KZ-21-0333,КРС,M,бычки на откорме,помесь,товарное,2025-06,332,
KZ-21-0334,КРС,M,бычки на откорме,помесь,товарное,2025-07,342,
KZ-21-0335,КРС,M,бычки на откорме,помесь,товарное,2025-10,351,
KZ-21-0336,КРС,M,бычки на откорме,помесь,товарное,2025-07,352,
KZ-21-0337,КРС,M,бычки на откорме,помесь,товарное,2025-08,288,
KZ-21-0338,КРС,M,бычки на откорме,помесь,товарное,2025-07,320,
KZ-21-0339,КРС,M,бычки на откорме,помесь,товарное,2025-05,335,
KZ-21-0340,КРС,M,бычки на откорме,помесь,товарное,2025-08,300,
KZ-21-0341,КРС,M,бычки на откорме,помесь,товарное,2025-08,364,
KZ-21-0342,КРС,M,бычки на откорме,помесь,товарное,2025-11,267,
KZ-21-0343,КРС,M,бычки на откорме,помесь,товарное,2025-08,288,нет в ИСЖ
KZ-21-0344,КРС,M,бычки на откорме,помесь,товарное,2025-04,371,
KZ-21-0345,КРС,M,бычки на откорме,помесь,товарное,2025-07,379,
KZ-21-0346,КРС,M,бычки на откорме,помесь,товарное,2025-10,311,
KZ-21-0347,КРС,M,бычки на откорме,помесь,товарное,2025-05,360,
KZ-21-0348,КРС,M,бычки на откорме,помесь,товарное,2025-06,349,
KZ-21-0349,КРС,M,бычки на откорме,помесь,товарное,2025-04,311,
