tag,species,sex,group,breed,pedigree,born,weight_kg,issue
KZ-11-0036,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-03,455,
KZ-11-0037,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-11,455,
KZ-11-0038,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-08,432,
KZ-11-0039,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-04,460,
KZ-11-0040,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-10,451,
KZ-11-0041,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-09,460,
KZ-11-0042,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-08,474,
KZ-11-0043,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-06,531,
KZ-11-0044,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-10,429,
KZ-11-0045,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-02,488,
KZ-11-0046,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-03,491,
KZ-11-0047,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-01,495,
KZ-11-0048,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-07,467,
KZ-11-0049,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-09,437,
KZ-11-0050,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-07,476,
KZ-11-0051,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-01,462,
KZ-11-0052,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-11,436,
KZ-11-0053,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-03,442,
KZ-11-0054,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-07,471,
KZ-11-0055,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-05,492,
KZ-11-0056,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-12,466,
KZ-11-0057,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-10,478,
KZ-11-0058,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-05,440,
KZ-11-0059,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-07,449,
KZ-11-0060,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-01,482,
KZ-11-0061,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-01,513,
KZ-11-0062,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-04,461,
KZ-11-0063,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-02,491,
KZ-11-0064,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-08,477,
KZ-11-0065,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-01,446,
KZ-11-0066,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-01,453,
KZ-11-0067,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-09,429,
KZ-11-0068,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-02,518,
KZ-11-0069,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,465,
KZ-11-0070,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-04,375,
KZ-11-0071,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-01,410,
KZ-11-0072,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-06,466,
KZ-11-0073,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-07,487,
KZ-11-0074,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-11,438,
KZ-11-0075,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-03,471,
KZ-11-0076,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-04,499,
KZ-11-0077,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-12,527,
KZ-11-0078,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-10,456,
KZ-11-0079,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-12,486,
KZ-11-0080,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,499,нет в ИСЖ
KZ-11-0081,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-03,499,
KZ-11-0082,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,432,
KZ-11-0083,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-04,413,
KZ-11-0084,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-01,515,
KZ-11-0085,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-03,516,
KZ-11-0086,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-02,475,нет бирки
KZ-11-0087,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-02,479,
KZ-11-0088,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-06,397,
KZ-11-0089,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-04,462,
KZ-11-0090,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-07,485,
KZ-11-0091,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-08,505,
KZ-11-0092,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-05,454,
KZ-11-0093,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-12,437,
KZ-11-0094,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-05,475,
KZ-11-0095,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-11,483,
KZ-11-0096,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-06,494,
KZ-11-0097,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-11,479,
KZ-11-0098,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-08,530,
KZ-11-0099,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-04,467,
KZ-11-0100,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-10,447,
KZ-11-0101,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-08,480,нет в ИСЖ
KZ-11-0102,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-08,489,
KZ-11-0103,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-08,443,
KZ-11-0104,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-05,467,
KZ-11-0105,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-07,475,
KZ-11-0106,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-06,452,
KZ-11-0107,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-07,492,
KZ-11-0108,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-01,491,
KZ-11-0109,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-02,453,
KZ-11-0110,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-02,457,
KZ-11-0111,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-03,501,
KZ-11-0112,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-05,462,
KZ-11-0113,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-10,442,
KZ-11-0114,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-04,523,
KZ-11-0115,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-02,516,
KZ-11-0116,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-09,464,
KZ-11-0117,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-04,437,
KZ-11-0118,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-02,453,
KZ-11-0119,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-12,416,
KZ-11-0120,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-02,469,
KZ-11-0121,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-02,416,
KZ-11-0122,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-08,454,
KZ-11-0123,КРС,F,маточное поголовье,казахская белоголовая,товарное,2024-02,450,
KZ-11-0124,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-08,423,
KZ-11-0125,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-07,455,
KZ-11-0126,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-01,441,
KZ-11-0127,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-08,443,
KZ-11-0128,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-11,433,
KZ-11-0129,КРС,F,маточное поголовье,казахская белоголовая,товарное,2024-01,567,
KZ-11-0130,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-11,482,
KZ-11-0131,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-10,452,
KZ-11-0132,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-03,508,
KZ-11-0133,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-02,472,
KZ-11-0134,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-06,465,
KZ-11-0135,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-11,502,
KZ-11-0136,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-06,469,
KZ-11-0137,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-12,453,
KZ-11-0138,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-02,499,
KZ-11-0139,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-11,525,
KZ-11-0140,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-08,463,
KZ-11-0141,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-07,473,
KZ-11-0142,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,484,
KZ-11-0143,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-01,421,
KZ-11-0144,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-05,522,
KZ-11-0145,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-10,479,
KZ-11-0146,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-01,449,
KZ-11-0147,КРС,F,маточное поголовье,казахская белоголовая,товарное,2017-12,459,
KZ-11-0148,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-09,463,
KZ-11-0149,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-10,481,
KZ-11-0150,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-08,495,
KZ-11-0151,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-12,504,
KZ-11-0152,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-03,539,
KZ-11-0153,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-12,499,
KZ-11-0154,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-09,478,
KZ-11-0155,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-09,528,
KZ-11-0156,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-10,463,
KZ-11-0157,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-03,463,
KZ-11-0158,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-06,467,
KZ-11-0159,КРС,F,маточное поголовье,казахская белоголовая,товарное,2018-10,458,
KZ-11-0160,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-10,459,
KZ-11-0161,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-03,465,
KZ-11-0162,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-01,392,
KZ-11-0163,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-09,479,нет в ИСЖ
KZ-11-0164,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-10,461,
KZ-11-0165,КРС,F,маточное поголовье,казахская белоголовая,товарное,2016-08,488,
KZ-11-0166,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-12,413,
KZ-11-0167,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-06,500,
KZ-11-0168,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-09,469,
KZ-11-0169,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-06,512,
KZ-11-0170,КРС,F,маточное поголовье,казахская белоголовая,товарное,2019-10,479,
KZ-11-0171,КРС,F,маточное поголовье,казахская белоголовая,товарное,2021-10,511,
KZ-11-0172,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-12,487,
KZ-11-0173,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,473,
KZ-11-0174,КРС,F,маточное поголовье,казахская белоголовая,товарное,2023-09,489,
KZ-11-0175,КРС,F,маточное поголовье,казахская белоголовая,товарное,2020-12,479,
KZ-11-0176,КРС,F,маточное поголовье,казахская белоголовая,товарное,2022-07,428,
KZ-12-0177,КРС,M,быки-производители,казахская белоголовая,племенное,2021-01,804,
KZ-12-0178,КРС,M,быки-производители,казахская белоголовая,племенное,2022-02,824,
KZ-12-0179,КРС,M,быки-производители,казахская белоголовая,племенное,2021-11,797,
KZ-12-0180,КРС,M,быки-производители,казахская белоголовая,племенное,2022-09,865,
KZ-12-0181,КРС,M,быки-производители,казахская белоголовая,племенное,2021-12,887,
KZ-12-0182,КРС,M,быки-производители,казахская белоголовая,племенное,2020-11,812,
KZ-12-0183,КРС,M,быки-производители,казахская белоголовая,племенное,2021-11,829,
KZ-13-0184,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,266,
KZ-13-0185,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,202,
KZ-13-0186,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,237,
KZ-13-0187,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,212,
KZ-13-0188,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,245,
KZ-13-0189,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,223,нет акта взвешивания
KZ-13-0190,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,214,
KZ-13-0191,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,228,
KZ-13-0192,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,221,
KZ-13-0193,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,211,
KZ-13-0194,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,201,
KZ-13-0195,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,234,
KZ-13-0196,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,241,
KZ-13-0197,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,194,
KZ-13-0198,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,203,
KZ-13-0199,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,202,
KZ-13-0200,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,183,
KZ-13-0201,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,201,
KZ-13-0202,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,200,
KZ-13-0203,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,234,
KZ-13-0204,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,211,
KZ-13-0205,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,231,нет акта взвешивания
KZ-13-0206,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,196,
KZ-13-0207,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,212,
KZ-13-0208,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,211,нет акта взвешивания
KZ-13-0209,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,196,
KZ-13-0210,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,206,
KZ-13-0211,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,221,нет акта взвешивания
KZ-13-0212,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,215,
KZ-13-0213,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,211,
KZ-13-0214,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,247,
KZ-13-0215,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,226,
KZ-13-0216,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,208,
KZ-13-0217,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,241,
KZ-13-0218,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,226,
KZ-13-0219,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,221,
KZ-13-0220,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,231,
KZ-13-0221,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,206,
KZ-13-0222,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,227,
KZ-13-0223,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,225,
KZ-13-0224,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,188,
KZ-13-0225,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,212,
KZ-13-0226,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,187,
KZ-13-0227,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,205,
KZ-13-0228,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,213,
KZ-13-0229,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,207,
KZ-13-0230,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,236,
KZ-13-0231,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,207,
KZ-13-0232,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,200,
KZ-13-0233,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,202,
KZ-13-0234,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,176,
KZ-13-0235,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,212,
KZ-13-0236,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,218,
KZ-13-0237,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,230,
KZ-13-0238,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,193,
KZ-13-0239,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,211,нет акта взвешивания
KZ-13-0240,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,190,
KZ-13-0241,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,203,
KZ-13-0242,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,200,
KZ-13-0243,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,231,
KZ-13-0244,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,239,
KZ-13-0245,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,195,
KZ-13-0246,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,204,
KZ-13-0247,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,218,
KZ-13-0248,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,213,
KZ-13-0249,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,213,
KZ-13-0250,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,205,
KZ-13-0251,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,230,нет акта взвешивания
KZ-13-0252,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,185,нет бирки
KZ-13-0253,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,224,
KZ-13-0254,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,185,
KZ-13-0255,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,217,
KZ-13-0256,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,205,
KZ-13-0257,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,205,
KZ-13-0258,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,212,
KZ-13-0259,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,206,
KZ-13-0260,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-03,252,
KZ-13-0261,КРС,M,бычки на продажу (осень),казахская белоголовая,товарное,2026-02,207,
KZ-14-0262,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,226,
KZ-14-0263,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,191,
KZ-14-0264,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,178,
KZ-14-0265,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,170,
KZ-14-0266,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,169,
KZ-14-0267,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,171,
KZ-14-0268,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,212,
KZ-14-0269,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,189,
KZ-14-0270,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,245,
KZ-14-0271,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,186,нет бирки
KZ-14-0272,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,205,
KZ-14-0273,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,232,
KZ-14-0274,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,193,
KZ-14-0275,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,172,
KZ-14-0276,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,194,
KZ-14-0277,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,227,
KZ-14-0278,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,183,
KZ-14-0279,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,163,
KZ-14-0280,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,180,нет бирки
KZ-14-0281,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,194,
KZ-14-0282,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,197,
KZ-14-0283,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,186,
KZ-14-0284,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,184,
KZ-14-0285,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,196,
KZ-14-0286,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,220,
KZ-14-0287,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,173,
KZ-14-0288,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,211,
KZ-14-0289,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,181,
KZ-14-0290,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,207,
KZ-14-0291,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,211,
KZ-14-0292,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,161,
KZ-14-0293,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,212,
KZ-14-0294,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,199,
KZ-14-0295,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,166,
KZ-14-0296,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,197,
KZ-14-0297,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,224,
KZ-14-0298,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,164,
KZ-14-0299,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,209,
KZ-14-0300,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,186,
KZ-14-0301,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,191,
KZ-14-0302,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,162,
KZ-14-0303,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,213,
KZ-14-0304,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,198,
KZ-14-0305,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,251,
KZ-14-0306,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,197,
KZ-14-0307,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,200,
KZ-14-0308,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,186,
KZ-14-0309,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,230,нет бирки
KZ-14-0310,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,232,
KZ-14-0311,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,164,
KZ-14-0312,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,159,
KZ-14-0313,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,202,
